"$RC_shield_offset [mm]","$ring2_voltage [kV]","Distance [mm]","Distance-250mm [mm]","Ez []","Distance-250mm [mm]","Ex []","Distance-250mm [mm]","Ey []"
10,0.45,187.501,-62.499,13498.3456512825,-62.499,23.5401605773084,-62.499,-6.01127637744719
10,0.45,188.251004,-61.748996,14259.6278847571,-61.748996,25.5739979993045,-61.748996,9.98689812818711
10,0.45,189.001008,-60.998992,15044.3196788355,-60.998992,32.9024259749165,-60.998992,-19.0224221449852
10,0.45,189.751012,-60.248988,15779.3067251335,-60.248988,20.3924563148854,-60.248988,-26.1895323785516
10,0.45,190.501016,-59.498984,16485.0948214754,-59.498984,18.2485654001805,-59.498984,-64.0979700851149
10,0.45,191.25102,-58.74898,17113.1281796714,-58.74898,-0.156214828346734,-58.74898,-11.7192270213067
10,0.45,192.001024,-57.998976,17795.1254117276,-57.998976,18.9581859073631,-57.998976,-6.30962122113863
10,0.45,192.751028,-57.248972,18372.6151746515,-57.248972,18.2369378365296,-57.248972,-15.6237249487632
10,0.45,193.501032,-56.498968,18906.5074473202,-56.498968,37.0143447151651,-56.498968,-10.8840397773187
10,0.45,194.251036,-55.748964,19423.6718180861,-55.748964,45.9668874729562,-55.748964,-26.8987879568163
10,0.45,195.00104,-54.99896,19957.8100487166,-54.99896,31.3089738826453,-54.99896,-29.7719367197687
10,0.45,195.751044,-54.248956,20421.797774599,-54.248956,0.749003690045829,-54.248956,-22.0320247708639
10,0.45,196.501048,-53.498952,20899.0971772039,-53.498952,26.5744760332808,-53.498952,-36.947167626853
10,0.45,197.251052,-52.748948,21251.3092762094,-52.748948,3.95244098968961,-52.748948,-61.0590903932262
10,0.45,198.001056,-51.998944,21617.7896783086,-51.998944,-17.6460082308452,-51.998944,-43.5835757082904
10,0.45,198.75106,-51.24894,21971.2534519035,-51.24894,-20.3996135557617,-51.24894,-44.4491382750889
10,0.45,199.501064,-50.498936,22347.9345897956,-50.498936,2.97562118928539,-50.498936,-39.2986816442778
10,0.45,200.251068,-49.748932,22724.6157276878,-49.748932,26.3508559343326,-49.748932,-34.1482250134667
10,0.45,201.001072,-48.998928,22903.1306109124,-48.998928,22.5542335711758,-48.998928,-20.9764013574228
10,0.45,201.751076,-48.248924,23136.6701726417,-48.248924,34.2300411992682,-48.248924,-18.4873404193894
10,0.45,202.50108,-47.49892,23369.1636207508,-47.49892,10.0084481447302,-47.49892,-51.5483497835923
10,0.45,203.251084,-46.748916,23580.8261742867,-46.748916,10.6680573569299,-46.748916,-40.922155428272
10,0.45,204.001088,-45.998912,23792.4887278227,-45.998912,11.3276665691295,-45.998912,-30.2959610729512
10,0.45,204.751092,-45.248908,23957.10329914,-45.248908,-7.17544969006415,-45.248908,-21.9460250454366
10,0.45,205.501096,-44.498904,24071.1523555276,-44.498904,1.45953422969961,-44.498904,-11.7259074657836
10,0.45,206.2511,-43.7489,24185.2014119153,-43.7489,10.0945181494634,-43.7489,-1.5057898861306
10,0.45,207.001104,-42.998896,24296.9320313592,-42.998896,19.9900630088587,-42.998896,4.16403286012686
10,0.45,207.751108,-42.248892,24388.4288183227,-42.248892,21.0912139320228,-42.248892,-1.71921093299584
10,0.45,208.501112,-41.498888,24484.881152105,-41.498888,11.5339439973953,-41.498888,-10.2212386353438
10,0.45,209.251116,-40.748884,24543.7636547366,-40.748884,5.0785118455894,-40.748884,-20.3904281365762
10,0.45,210.00112,-39.99888,24545.373422551,-39.99888,-6.26346729169655,-39.99888,-31.5853415918194
10,0.45,210.751124,-39.248876,24564.0955588094,-39.248876,-0.00883875565168868,-39.248876,-29.1548417714944
10,0.45,211.501128,-38.498872,24579.011598683,-38.498872,6.71488806175382,-38.498872,-28.0731917804359
10,0.45,212.251132,-37.748868,24583.6374587088,-37.748868,8.53825037296952,-37.748868,-16.7893648756299
10,0.45,213.001136,-36.998864,24552.2697727986,-36.998864,8.66374175665697,-36.998864,-6.17898019637654
10,0.45,213.75114,-36.24886,24526.1628042098,-36.24886,15.6849831202198,-36.24886,-9.00573393013134
10,0.45,214.501144,-35.498856,24500.4845474708,-35.498856,19.6434977912498,-35.498856,-12.9008712107821
10,0.45,215.251148,-34.748852,24439.6056686208,-34.748852,12.4071839864007,-34.748852,-20.3674663722027
10,0.45,216.001152,-33.998848,24365.2329211844,-33.998848,5.90539663328936,-33.998848,-26.8343932972404
10,0.45,216.751156,-33.248844,24258.8874422453,-33.248844,11.9576152318034,-33.248844,-57.1801150771964
10,0.45,217.50116,-32.49884,24204.7468398961,-32.49884,9.71840585322749,-32.49884,-29.8497620911771
10,0.45,218.251164,-31.748836,24124.9165208159,-31.748836,3.55933650730243,-31.748836,-24.6540602763237
10,0.45,219.001168,-30.998832,24037.0305657686,-30.998832,0.3533753128535,-30.998832,-22.2318961482217
10,0.45,219.751172,-30.248828,23911.2872453345,-30.248828,-6.03324153128486,-30.248828,-15.887728982254
10,0.45,220.501176,-29.498824,23785.5439249003,-29.498824,-12.4198583754232,-29.498824,-9.54356181628634
10,0.45,221.25118,-28.74882,23674.100288168,-28.74882,-9.63615349534654,-28.74882,-18.5563054839053
10,0.45,222.001184,-27.998816,23560.3893329992,-27.998816,-14.8955164646872,-27.998816,-26.1896755052771
10,0.45,222.751188,-27.248812,23417.2784530221,-27.248812,18.166374099483,-27.248812,-17.1142335633447
10,0.45,223.501192,-26.498808,23266.6529037752,-26.498808,12.7300964479402,-26.498808,-20.2123583482749
10,0.45,224.251196,-25.748804,23116.0273545283,-25.748804,7.29381879639735,-25.748804,-23.3104831332052
10,0.45,225.0012,-24.9988,22963.4533446638,-24.9988,6.86882450945491,-24.9988,-28.99698081632
10,0.45,225.751204,-24.248796,22819.0116648333,-24.248796,16.7278917956503,-24.248796,-16.7095212905655
10,0.45,226.501208,-23.498792,22645.5595210755,-23.498792,4.34748893996827,-23.498792,-16.4019358622789
10,0.45,227.251212,-22.748788,22495.0935673811,-22.748788,6.64410190438875,-22.748788,-24.8276901929652
10,0.45,228.001216,-21.998784,22323.7513436358,-21.998784,4.86039935341304,-21.998784,-22.0409294854603
10,0.45,228.75122,-21.24878,22152.5738729171,-21.24878,2.73220541691953,-21.24878,-19.0961315643188
10,0.45,229.501224,-20.498776,21979.9549983979,-20.498776,1.4492262856237,-20.498776,-19.0823450216679
10,0.45,230.251228,-19.748772,21803.8017763418,-19.748772,1.75323278294392,-19.748772,-19.4837472677672
10,0.45,231.001232,-18.998768,21624.0479830928,-18.998768,1.61339067208196,-18.998768,-19.9785667337187
10,0.45,231.751236,-18.248764,21445.4058164777,-18.248764,1.89753977615362,-18.248764,-19.9926369751523
10,0.45,232.50124,-17.49876,21259.9376346459,-17.49876,1.95374770507115,-17.49876,-20.2092937645563
10,0.45,233.251244,-16.748756,21074.6944980736,-16.748756,1.92980914603001,-16.748756,-21.6629479754295
10,0.45,234.001248,-15.998752,20886.8062491978,-15.998752,1.50115215446329,-15.998752,-21.1453404750286
10,0.45,234.751252,-15.248748,20698.9180003219,-15.248748,1.07249516289659,-15.248748,-20.6277329746277
10,0.45,235.501256,-14.498744,20511.0297514461,-14.498744,0.643838171329886,-14.498744,-20.1101254742268
10,0.45,236.25126,-13.74874,20319.5653470871,-13.74874,1.93633878750084,-13.74874,-21.5711200792737
10,0.45,237.001264,-12.998736,20128.8474490172,-12.998736,2.18797925364666,-12.998736,-21.6750106434197
10,0.45,237.751268,-12.248732,19936.6491670058,-12.248732,2.05776615565047,-12.248732,-21.6793461730695
10,0.45,238.501272,-11.498728,19744.4508849944,-11.498728,1.92755305765425,-11.498728,-21.6836817027195
10,0.45,239.251276,-10.748724,19551.1109854904,-10.748724,1.78015845401108,-10.748724,-22.0395131721076
10,0.45,240.00128,-9.99871999999999,19358.1437635213,-9.99871999999999,1.47392509787492,-9.99871999999999,-22.2887504401176
10,0.45,240.751284,-9.24871599999999,19165.2068625514,-9.24871599999999,1.4348475616242,-9.24871599999999,-22.5859558871548
10,0.45,241.501288,-8.49871200000002,18971.6294035002,-8.49871200000002,1.34548150265128,-8.49871200000002,-22.6853986679467
10,0.45,242.251292,-7.74870799999999,18778.4872966821,-7.74870799999999,1.56109093315819,-7.74870799999999,-22.8196602726194
10,0.45,243.001296,-6.99870399999999,18586.1519024729,-6.99870399999999,1.3910354416816,-6.99870399999999,-22.6754293484238
10,0.45,243.7513,-6.2487,18394.1737374683,-6.2487,1.48989932940599,-6.2487,-22.1639182191637
10,0.45,244.501304,-5.498696,18201.5137752134,-5.498696,0.925744334479656,-5.498696,-22.461769919225
10,0.45,245.251308,-4.748692,18008.254894022,-4.748692,2.03849309591963,-4.748692,-24.0812673918119
10,0.45,246.001312,-3.998688,17819.2058599927,-3.998688,1.8984833364202,-3.998688,-23.7366352077858
10,0.45,246.751316,-3.248684,17628.6427665446,-3.248684,1.49239572027943,-3.248684,-24.3459611708017
10,0.45,247.50132,-2.49868,17437.6191490657,-2.49868,0.918559385920382,-2.49868,-24.4281757673818
10,0.45,248.251324,-1.74867599999998,17249.3366148813,-1.74867599999998,0.51196625129348,-1.74867599999998,-24.6061798053496
10,0.45,249.001328,-0.998672000000006,17061.054080697,-0.998672000000006,0.105373116666597,-0.998672000000006,-24.7841838433173
10,0.45,249.751332,-0.248668000000007,16872.4551916554,-0.248668000000007,0.11779294899344,-0.248668000000007,-24.7854933015614
10,0.45,250.501336,0.501336000000019,16687.4598552974,0.501336000000019,0.257517947376609,0.501336000000019,-24.9921223185876
10,0.45,251.25134,1.25133999999999,16502.6954672111,1.25133999999999,0.355116141866624,1.25133999999999,-25.1841925924556
10,0.45,252.001344,2.00134400000002,16317.9310791247,2.00134400000002,0.452714336356705,2.00134400000002,-25.3762628663237
10,0.45,252.751348,2.75134799999999,16138.1494284154,2.75134799999999,0.0750334956857603,2.75134799999999,-26.5597438108113
10,0.45,253.501352,3.50135200000001,15955.4887438489,3.50135200000001,0.852242328172613,3.50135200000001,-25.5738059503407
10,0.45,254.251356,4.25135600000004,15772.7077492156,4.25135600000004,2.34882512872041,4.25135600000004,-26.532532318708
10,0.45,255.00136,5.00136000000001,15595.0484362412,5.00136000000001,2.19269050962635,5.00136000000001,-26.6346887524015
10,0.45,255.751364,5.75136399999998,15418.2131327789,5.75136399999998,2.77485044070935,5.75136399999998,-26.6166215501757
10,0.45,256.501368,6.50136800000001,15241.0997343514,6.50136800000001,2.35386733896557,6.50136800000001,-26.6688603184555
10,0.45,257.251372,7.25137199999998,15066.5671303461,7.25137199999998,1.81401184038886,7.25137199999998,-27.7219504899644
10,0.45,258.001376,8.001376,14893.4421084348,8.001376,1.77804742596058,8.001376,-26.6792841173753
10,0.45,258.75138,8.75137999999997,14720.166584263,8.75137999999997,0.490953742714716,8.75137999999997,-26.2177252918292
10,0.45,259.501384,9.50138399999995,14548.86744917,9.50138399999995,-0.251736949425144,9.50138399999995,-26.9747062616134
10,0.45,260.251388,10.251388,14378.1807868943,10.251388,-0.788678462214664,10.251388,-28.1084327107102
10,0.45,261.001392,11.001392,14211.9356391545,11.001392,-2.14208061007899,11.001392,-27.8254453354435
10,0.45,261.751396,11.751396,14045.0854494509,11.751396,0.126750630397224,11.751396,-28.1699533081649
10,0.45,262.5014,12.5014,13881.8727668586,12.5014,-0.289676321653488,12.5014,-29.1698990872779
10,0.45,263.251404,13.251404,13718.6600842663,13.251404,-0.706103273704206,13.251404,-30.1698448663909
10,0.45,264.001408,14.001408,13554.306212933,14.001408,-0.516447615973383,14.001408,-29.457403645783
10,0.45,264.751412,14.751412,13394.4949655172,14.751412,0.418872613250002,14.751412,-28.3177431363383
10,0.45,265.501416,15.501416,13238.3293723359,15.501416,0.0659503455888206,15.501416,-27.3474526654844
10,0.45,266.25142,16.25142,13080.4801108472,16.25142,0.73595998064225,16.25142,-27.2913135638477
10,0.45,267.001424,17.001424,12925.6114063519,17.001424,0.58689223785626,17.001424,-28.2648627603517
10,0.45,267.751428,17.751428,12768.1928601549,17.751428,-0.723104673466582,17.751428,-28.5544806505616
10,0.45,268.501432,18.501432,12619.9225869435,18.501432,-0.989992752407185,18.501432,-29.5804865014878
10,0.45,269.251436,19.251436,12470.9769689604,19.251436,-0.889437629879477,19.251436,-29.633553690218
10,0.45,270.00144,20.00144,12321.1088028554,20.00144,-0.230289074960522,20.00144,-28.2237197837772
10,0.45,270.751444,20.751444,12172.9967130304,20.751444,-1.42119657824541,20.751444,-27.5488116657663
10,0.45,271.501448,21.501448,12030.8002865921,21.501448,-0.967023809513681,21.501448,-29.0625399077229
10,0.45,272.251452,22.251452,11880.7519006418,22.251452,-1.43013612260802,22.251452,-29.3396914576992
10,0.45,273.001456,23.001456,11743.8725960101,23.001456,-0.0306045996346942,23.001456,-27.841440086942
10,0.45,273.75146,23.75146,11607.6286274801,23.75146,1.25576421816088,23.75146,-24.9950186399602
10,0.45,274.501464,24.501464,11468.8874947734,24.501464,1.33197237022489,24.501464,-26.1315982801463
10,0.45,275.251468,25.251468,11329.756608555,25.251468,0.742617999919304,25.251468,-27.3963053770673
10,0.45,276.001472,26.001472,11190.6257223367,26.001472,0.153263629613721,26.001472,-28.6610124739881
10,0.45,276.751476,26.751476,11063.4738610389,26.751476,-1.94578117688395,26.751476,-29.0245528236517
10,0.45,277.50148,27.50148,10931.998789638,27.50148,0.842202652153077,27.50148,-29.0093903231029
10,0.45,278.251484,28.251484,10804.0378908876,28.251484,0.567713823439374,28.251484,-29.0665009104586
10,0.45,279.001488,29.001488,10675.9646087034,29.001488,0.175714486101054,29.001488,-28.8509598112507
10,0.45,279.751492,29.751492,10547.362104616,29.751492,-0.75994331338589,29.751492,-27.1949460145495
10,0.45,280.501496,30.501496,10426.9755778271,30.501496,-1.07623725912785,30.501496,-26.1810908211855
10,0.45,281.2515,31.2515,10307.9219700059,31.2515,-2.88971431671792,31.2515,-25.7070725226902
10,0.45,282.001504,32.001504,10187.2871803257,32.001504,-1.83783650989637,32.001504,-25.4260126464896
10,0.45,282.751508,32.751508,10066.4504409924,32.751508,-0.683870829388828,32.751508,-24.9576343642734
10,0.45,283.501512,33.501512,9951.41059072445,33.501512,-0.167809534852711,33.501512,-24.2327346220557
10,0.45,284.251516,34.251516,9841.08262544518,34.251516,0.21045079063291,34.251516,-23.4608907930706
10,0.45,285.00152,35.00152,9730.75466016591,35.00152,0.588711116118539,35.00152,-22.6890469640855
10,0.45,285.751524,35.751524,9620.42035306981,35.751524,0.479440132708422,35.751524,-22.0668085888415
10,0.45,286.501528,36.501528,9511.07606470566,36.501528,-1.40987624799566,36.501528,-24.6688798452864
10,0.45,287.251532,37.251532,9409.275800499,37.251532,-1.54719817706206,37.251532,-21.0633249809765
10,0.45,288.001536,38.001536,9307.39105203805,38.001536,-1.40056344350511,38.001536,-17.4935284615087
10,0.45,288.75154,38.75154,9204.29948672936,38.75154,-1.48779472178093,38.75154,-21.6519974863656
10,0.45,289.501544,39.501544,9101.44034980554,39.501544,-1.33726128861257,39.501544,-22.6180521445729
10,0.45,290.251548,40.251548,9012.34525993123,40.251548,-1.56912165755127,40.251548,-17.6575704935211
10,0.45,291.001552,41.001552,8919.18073380893,41.001552,-2.11381036344418,41.001552,-16.0091139469398
10,0.45,291.751556,41.751556,8826.01620768663,41.751556,-2.65849906933709,41.751556,-14.3606574003586
10,0.45,292.50156,42.50156,8733.53341946136,42.50156,-2.0681524500915,42.50156,-12.8142691023665
10,0.45,293.251564,43.251564,8645.13619928501,43.251564,-1.8444480245583,43.251564,-11.2884952963463
10,0.45,294.001568,44.001568,8567.73140262279,44.001568,1.89269527993027,44.001568,-9.35159912617117
10,0.45,294.751572,44.751572,8487.07157542609,44.751572,0.783293723684386,44.751572,-6.46713440727401
10,0.45,295.501576,45.501576,8409.30189032649,45.501576,1.64623977513855,45.501576,-0.872060599829052
10,0.45,296.25158,46.25158,8327.5262614064,46.25158,-1.71239271379237,46.25158,-0.125557102953026
10,0.45,297.001584,47.001584,8252.47916330856,47.001584,-1.17242882855191,47.001584,-3.0643776450355
10,0.45,297.751588,47.751588,8184.30071260277,47.751588,-1.90832073693934,47.751588,-4.98674850644093
10,0.45,298.501592,48.501592,8121.16013316676,48.501592,-3.96232250162761,48.501592,-3.3773517590265
10,0.45,299.251596,49.251596,8058.01955373074,49.251596,-6.01632426631591,49.251596,-1.76795501161208
10,0.45,300.0016,50.0016,7993.13389940808,50.0016,-5.3229611923175,50.0016,1.83393997676641
10,0.45,300.751604,50.751604,7929.22608962916,50.751604,-4.54581071445138,50.751604,5.88262388777692
10,0.45,301.501608,51.501608,7865.31827985023,51.501608,-3.76866023658527,51.501608,9.93130779878745
10,0.45,302.251612,52.251612,7822.30576399912,52.251612,-1.69941091423253,52.251612,10.3975748701488
10,0.45,303.001616,53.001616,7772.39002491766,53.001616,-1.47320992775373,53.001616,14.5149514887167
10,0.45,303.75162,53.75162,7723.07699464737,53.75162,-1.58377415646128,53.75162,16.6628519574445
10,0.45,304.501624,54.501624,7678.53959833273,54.501624,-1.09118442654938,54.501624,18.5370285063917
10,0.45,305.251628,55.251628,7638.0269377438,55.251628,-0.783028248148278,55.251628,21.4851398039952
10,0.45,306.001632,56.001632,7602.84210469715,56.001632,-2.11145663940101,56.001632,23.6040095715361
10,0.45,306.751636,56.751636,7569.25892703058,56.751636,-2.37298756535674,56.751636,24.1488763010762
10,0.45,307.50164,57.50164,7537.73479394884,57.50164,0.678898849285912,57.50164,28.3197635285795
10,0.45,308.251644,58.251644,7506.46045560556,58.251644,2.2539122705499,58.251644,32.0760987244982
10,0.45,309.001648,59.001648,7485.91471376469,59.001648,-4.63525038867401,59.001648,34.2716591773032
10,0.45,309.751652,59.751652,7459.41105976843,59.751652,-5.06019212170496,59.751652,40.3293906859543
10,0.45,310.501656,60.501656,7447.01712403665,60.501656,-3.54275510570564,60.501656,46.6273514757581
10,0.45,311.25166,61.25166,7430.18169201383,61.25166,-5.24510972955434,61.25166,46.0102548079953
10,0.45,312.001664,62.001664,7422.71733072403,62.001664,-4.34880760270423,62.001664,51.63546274265
10,0.45,312.751668,62.751668,7415.25296943422,62.751668,-3.45250547585412,62.751668,57.2606706773048
10,0.45,313.501672,63.501672,7407.78860814442,63.501672,-2.55620334900402,63.501672,62.8858786119595
10,0.45,314.251676,64.251676,7393.13522277128,64.251676,-0.488808389092949,64.251676,53.1664895058719
10,0.45,315.00168,65.00168,7413.45089182377,65.00168,-4.21932978283292,65.00168,57.8128777027411
10,0.45,315.751684,65.751684,7418.63637904769,65.751684,-2.42897519170286,65.751684,62.5299557172386
10,0.45,316.501688,66.501688,7428.48088946646,66.501688,0.20131205390344,66.501688,66.1329202398519
10,0.45,317.251692,67.251692,7438.99432463924,67.251692,1.89392381418582,67.251692,70.5672669793938
10,0.45,318.001696,68.001696,7459.30725151125,68.001696,3.49082065181462,68.001696,75.5799565419309
10,0.45,318.7517,68.7517,7478.46215471236,68.7517,1.94522204737255,68.7517,80.358933318743
10,0.45,319.501704,69.501704,7498.34469558434,69.501704,1.06536992663062,69.501704,85.7267440736845
10,0.45,320.251708,70.251708,7520.38300092058,70.251708,-3.98492398676931,70.251708,75.3828604489564
10,0.45,321.001712,71.001712,7556.42683434619,71.001712,-3.93278134408664,71.001712,90.1685352537343
10,0.45,321.751716,71.751716,7587.28922013341,71.751716,-6.26453898744901,71.751716,93.1599813836974
10,0.45,322.50172,72.50172,7618.15160592063,72.50172,-8.59629663081133,72.50172,96.1514275136604
10,0.45,323.251724,73.251724,7657.95752359388,73.251724,-4.7944949911062,73.251724,92.1785463550241
10,0.45,324.001728,74.001728,7700.52925048789,74.001728,-4.97070244838731,74.001728,91.4609617835868
10,0.45,324.751732,74.751732,7741.39432998738,74.751732,-3.93513083756748,74.751732,95.1025195058843
10,0.45,325.501736,75.501736,7783.77313861627,75.501736,-1.61224865453248,75.501736,96.1515779277393
10,0.45,326.25174,76.25174,7830.03163695062,76.25174,-3.53170816636924,76.25174,99.5833785402739
10,0.45,327.001744,77.001744,7877.70949427968,77.001744,-4.34519458968463,77.001744,100.020359922073
10,0.45,327.751748,77.751748,7928.52419725248,77.751748,-4.23602544806964,77.751748,99.7959499322835
10,0.45,328.501752,78.501752,7975.95169577588,78.501752,-3.34246531109169,78.501752,103.45971107975
10,0.45,329.251756,79.251756,8029.90620403507,79.251756,-3.39345381408709,79.251756,103.00593475445
10,0.45,330.00176,80.00176,8083.86071229427,80.00176,-3.44444231708251,80.00176,102.552158429149
10,0.45,330.751764,80.751764,8137.81522055346,80.751764,-3.49543082007791,80.751764,102.098382103849
10,0.45,331.501768,81.501768,8191.76972881266,81.501768,-3.54641932307332,81.501768,101.644605778549
10,0.45,332.251772,82.251772,8244.45535648162,82.251772,-3.15523309559788,82.251772,100.162363983211
10,0.45,333.001776,83.001776,8296.53926455967,83.001776,-3.49147956421981,83.001776,98.9297432163565
10,0.45,333.75178,83.75178,8354.44723794447,83.75178,-1.54999907014718,83.75178,95.9927065120668
10,0.45,334.501784,84.501784,8401.30073916464,84.501784,-0.760815495900154,84.501784,93.5322591858799
10,0.45,335.251788,85.251788,8447.51177294878,85.251788,-1.50300391181008,85.251788,90.8884637459101
10,0.45,336.001792,86.001792,8493.60082529168,86.001792,-2.34929598348854,86.001792,88.2459782128216
10,0.45,336.751796,86.751796,8540.24632062722,86.751796,-2.90078344403074,86.751796,85.6559296387829
10,0.45,337.5018,87.5018,8590.27925883619,87.5018,-3.69431881439372,87.5018,78.2048336775033
10,0.45,338.251804,88.251804,8640.31219704514,88.251804,-4.48785418475669,88.251804,70.7537377162238
10,0.45,339.001808,89.001808,8666.25949413545,89.001808,-4.30606543208319,89.001808,62.2604407421557
10,0.45,339.751812,89.751812,8691.25355099696,89.751812,-4.79479182395173,89.751812,53.4189342363876
10,0.45,340.501816,90.501816,8708.44956592981,90.501816,-3.33958709577764,90.501816,32.6050670240068
10,0.45,341.25182,91.25182,8727.115494883,91.25182,-11.2644378674365,91.25182,32.0774109751804
10,0.45,342.001824,92.001824,8749.95702737048,92.001824,-8.54692848068016,92.001824,30.8111547882508
10,0.45,342.751828,92.751828,8783.66551594473,92.751828,5.19447845990299,92.751828,12.6118890501821
10,0.45,343.501832,93.501832,8768.59080642995,93.501832,7.27200715602377,93.501832,9.03112715888149
10,0.45,344.251836,94.251836,8753.51609691517,94.251836,9.34953585214455,94.251836,5.4503652675809
10,0.45,345.00184,95.00184,8738.44138740039,95.00184,11.4270645482653,95.00184,1.86960337628032
10,0.45,345.751844,95.751844,8723.3666778856,95.751844,13.5045932443861,95.751844,-1.71115851502027
10,0.45,346.501848,96.501848,8723.63660946518,96.501848,-1.28551473275255,96.501848,-28.3730142448915
10,0.45,347.251852,97.251852,8639.02991861866,97.251852,0.218583892243483,97.251852,-67.0671857794485
10,0.45,348.001856,98.001856,8608.43064935119,98.001856,-4.38581188774595,98.001856,-59.488449834056
10,0.45,348.75186,98.75186,8550.04565823636,98.75186,-11.3750443835298,98.75186,-91.9964463760441
10,0.45,349.501864,99.501864,8462.30790552688,99.501864,-12.3747447362714,99.501864,-106.849529173271
10,0.45,350.251868,100.251868,8374.57015281738,100.251868,-13.3744450890131,100.251868,-121.702611970497
10,0.45,351.001872,101.001872,8261.31980627688,101.001872,-0.939928805554803,101.001872,-133.876209029438
10,0.45,351.751876,101.751876,8168.41047787546,101.751876,-12.6443658494376,101.751876,-152.842306604888
10,0.45,352.50188,102.50188,8049.22151018401,102.50188,-6.05730323556011,102.50188,-168.673540923353
10,0.45,353.251884,103.251884,7889.91036463241,103.251884,-4.36537678579336,103.251884,-201.876873429655
10,0.45,354.001888,104.001888,7726.74311424447,104.001888,-14.9937719164248,104.001888,-201.53970556663
10,0.45,354.751892,104.751892,7621.78457720215,104.751892,-18.2074554068311,104.751892,-221.715182853671
10,0.45,355.501896,105.501896,7425.07106136272,105.501896,-9.09913837826599,105.501896,-235.99238672024
10,0.45,356.2519,106.2519,7228.3575455233,106.2519,0.00917865029910558,106.2519,-250.269590586809
10,0.45,357.001904,107.001904,7031.64402968388,107.001904,9.11749567886418,107.001904,-264.546794453378
10,0.45,357.751908,107.751908,6830.95810007614,107.751908,-13.9429278124335,107.751908,-286.234199584156
10,0.45,358.501912,108.501912,6583.05315758039,108.501912,6.93517543566403,108.501912,-294.666099449176
10,0.45,359.251916,109.251916,6402.70854958065,109.251916,-9.55792001616166,109.251916,-308.948943792991
10,0.45,360.00192,110.00192,6159.86162528455,110.00192,-8.14678918300909,110.00192,-309.634142568394
10,0.45,360.751924,110.751924,5926.33797871009,110.751924,-2.31697704191907,110.751924,-326.697674471284
10,0.45,361.501928,111.501928,5678.74707472503,111.501928,-2.15945236203081,111.501928,-326.911998474238
10,0.45,362.251932,112.251932,5431.15617073996,112.251932,-2.00192768214256,112.251932,-327.126322477192
10,0.45,363.001936,113.001936,5183.56526675489,113.001936,-1.84440300225432,113.001936,-327.340646480146
10,0.45,363.75194,113.75194,4936.88321379754,113.75194,-1.01423186826726,113.75194,-326.937169735792
10,0.45,364.501944,114.501944,4696.19311829769,114.501944,-3.10761870609724,114.501944,-325.985323533095
10,0.45,365.251948,115.251948,4454.60013295152,115.251948,-4.82156606118934,115.251948,-325.115065680901
10,0.45,366.001952,116.001952,4214.6647189479,116.001952,-0.254184531678309,116.001952,-316.110408993792
10,0.45,366.751956,116.751956,3981.8947328775,116.751956,1.76826815859166,116.751956,-311.301845993378
10,0.45,367.50196,117.50196,3749.12474680711,117.50196,3.79072084886163,117.50196,-306.493282992963
10,0.45,368.251964,118.251964,3516.2997972042,118.251964,6.26210643803187,118.251964,-302.961842061689
10,0.45,369.001968,119.001968,3296.62069254652,119.001968,1.57945122938964,119.001968,-288.759463407946
10,0.45,369.751972,119.751972,3101.50054478808,119.751972,-0.706800758849504,119.751972,-278.406625818948
10,0.45,370.501976,120.501976,2906.38039702965,120.501976,-2.99305274708858,120.501976,-268.053788229951
10,0.45,371.25198,121.25198,2714.0127767472,121.25198,-7.38863784378667,121.25198,-256.51655924705
10,0.45,372.001984,122.001984,2545.51968393797,122.001984,-8.61763998960002,122.001984,-239.509972141501
10,0.45,372.751988,122.751988,2377.02659112874,122.751988,-9.84664213541335,122.751988,-222.503385035952
10,0.45,373.501992,123.501992,2220.35463988245,123.501992,-12.8266885523983,123.501992,-204.49169438786
10,0.45,374.251996,124.251996,2069.26475544539,124.251996,-8.10375778785251,124.251996,-187.265525277321
10,0.45,375.002,125.002,1906.53348346431,125.002,5.41763862851481,125.002,-192.14322294383
10,0.45,375.752004,125.752004,1791.5795921562,125.752004,5.71338900430741,125.752004,-176.27174996001
10,0.45,376.502008,126.502008,1676.62570084809,126.502008,6.00913938009998,126.502008,-160.400276976189
10,0.45,377.252012,127.252012,1561.67180953998,127.252012,6.30488975589258,127.252012,-144.528803992369
10,0.45,378.002016,128.002016,1445.43182159953,128.002016,5.5876839923924,128.002016,-130.523395562042
10,0.45,378.75202,128.75202,1353.91023959029,128.75202,-1.16177825571722,128.75202,-121.418422707502
10,0.45,379.502024,129.502024,1260.81162831078,129.502024,-3.53761133712005,129.502024,-114.610837627391
10,0.45,380.252028,130.252028,1167.62848614458,130.252028,-5.63812908814168,130.252028,-107.939731874251
10,0.45,381.002032,131.002032,1097.31720834259,131.002032,-1.53600210627601,131.002032,-99.8503887366726
10,0.45,381.752036,131.752036,1030.37783905539,131.752036,-2.76372829946468,131.752036,-99.4242315607148
10,0.45,382.50204,132.50204,955.427728893038,132.50204,4.57439583501777,132.50204,-93.5671111322496
10,0.45,383.252044,133.252044,890.408307250986,133.252044,-2.08827460970153,133.252044,-80.6327975530855
10,0.45,384.002048,134.002048,834.256248333818,134.002048,-1.47395835419514,134.002048,-74.4233207242502
10,0.45,384.752052,134.752052,778.10418941665,134.752052,-0.859642098688745,134.752052,-68.2138438954149
