"$ring2_voltage [kV]","Distance [mm]","Distance-250mm [mm]","Ez []","Distance-250mm [mm]","Ex []","Distance-250mm [mm]","Ey []"
0.45,405.752164,155.752164,175.292459824828,155.752164,-1.07959854946919,155.752164,-7.01714759233873
0.45,406.502168,156.502168,168.320034431613,156.502168,-0.343821249699504,156.502168,-6.89775427048642
0.45,407.252172,157.252172,161.554298843748,157.252172,0.599623603648309,157.252172,-6.36517294311998
0.45,408.002176,158.002176,155.541213400553,158.002176,0.441593231005838,158.002176,-5.92536157083642
0.45,408.75218,158.75218,149.528127957357,158.75218,0.283562858363368,158.75218,-5.48555019855286
0.45,409.502184,159.502184,143.515042514161,159.502184,0.125532485720897,159.502184,-5.0457388262693
0.45,410.252188,160.252188,137.501957070966,160.252188,-0.032497886921574,160.252188,-4.60592745398574
0.45,411.002192,161.002192,132.248031320422,161.002192,0.0722053237711922,161.002192,-4.17311732939614
0.45,411.752196,161.752196,126.521324082042,161.752196,0.114142507929056,161.752196,-3.78064750913268
0.45,412.5022,162.5022,120.794616843663,162.5022,0.156079692086919,162.5022,-3.38817768886922
0.45,413.252204,163.252204,114.914276329178,163.252204,0.396177039739282,163.252204,-3.10478597875684
0.45,414.002208,164.002208,108.991665603998,164.002208,0.510700160740761,164.002208,-2.99943543764558
0.45,414.752212,164.752212,103.152618880708,164.752212,0.428600941871688,164.752212,-2.83275598414546
0.45,415.502216,165.502216,97.2866590269799,165.502216,0.606171020564864,165.502216,-2.88948065418649
0.45,416.25222,166.25222,91.3607319179283,166.25222,0.432730135010848,166.25222,-1.80984995296925
0.45,417.002224,167.002224,85.5088785664716,167.002224,0.914373693804561,167.002224,-1.30192912992144
0.45,417.752228,167.752228,79.3401260813955,167.752228,0.958564104088862,167.752228,-1.23030331462267
0.45,418.502232,168.502232,73.1713735963196,168.502232,1.00275451437316,168.502232,-1.1586774993239
0.45,419.252236,169.252236,66.7474179843568,169.252236,-0.177646388528069,169.252236,-0.538529235611589
0.45,420.00224,170.00224,58.8887409559021,170.00224,2.00390005643927,170.00224,-1.14057877813641
0.45,420.752244,170.752244,54.5670357717332,170.752244,1.2787046743661,170.752244,-1.39489186864932
0.45,421.502248,171.502248,50.2453305875644,171.502248,0.553509292292934,171.502248,-1.64920495916222
0.45,422.252252,172.252252,45.9236254033962,172.252252,-0.171686089780125,172.252252,-1.90351804967508
0.45,423.002256,173.002256,41.2695592055608,173.002256,-0.70437766558713,173.002256,-1.87009072748503
0.45,423.75226,173.75226,36.1006283177427,173.75226,-0.830037365247764,173.75226,-1.14070101714088
0.45,424.502264,174.502264,30.9316974299247,174.502264,-0.955697064908393,174.502264,-0.411311306796752
0.45,425.252268,175.252268,25.7627665421066,175.252268,-1.08135676456902,175.252268,0.3180784035474
0.45,426.002272,176.002272,20.5938356542884,176.002272,-1.20701646422966,176.002272,1.04746811389155
0.45,426.752276,176.752276,21.5391103594487,176.752276,-0.24176903929855,176.752276,0.43067628833757
0.45,427.50228,177.50228,19.2344173951678,177.50228,-0.121125719627613,177.50228,0.740679600405615
0.45,428.252284,178.252284,15.0656612741847,178.252284,-0.27567595272219,178.252284,-0.18491898099434
0.45,429.002288,179.002288,13.6934188024935,179.002288,-0.0793218696269451,179.002288,-0.138573336698353
0.45,429.752292,179.752292,12.3211763308023,179.752292,0.1170322134683,179.752292,-0.0922276924023659
0.45,430.502296,180.502296,10.9489338591111,180.502296,0.313386296563546,180.502296,-0.0458820481063793
0.45,431.2523,181.2523,9.5766913874199,181.2523,0.509740379658791,181.2523,0.000463596189607243
0.45,432.002304,182.002304,8.20444891572869,182.002304,0.706094462754036,182.002304,0.0468092404855941
0.45,432.752308,182.752308,7.31125493871581,182.752308,0.354308247489388,182.752308,-0.403357152043552
0.45,433.502312,183.502312,6.05117213126419,183.502312,0.510418955196904,183.502312,-0.297752556177327
0.45,434.252316,184.252316,5.05990880921154,184.252316,0.129854467005779,184.252316,-0.114775612009252
0.45,435.00232,185.00232,4.67873161296621,185.00232,0.0489477456875353,185.00232,0.032889472964896
0.45,435.752324,185.752324,4.251589663627,185.752324,0.0438608038719291,185.752324,0.180549960472799
0.45,436.502328,186.502328,3.51506674727214,186.502328,0.0480958092400559,186.502328,-0.0467253966852297
0.45,437.252332,187.252332,3.06703353648294,187.252332,0.0338790610795364,187.252332,-0.0348424042672742
0.45,438.002336,188.002336,2.61900032569377,188.002336,0.0196623129190179,188.002336,-0.0229594118493197
0.45,438.75234,188.75234,2.17096711490461,188.75234,0.0054455647584994,188.75234,-0.0110764194313652
0.45,439.502344,189.502344,1.72293390411545,189.502344,-0.0087711834020191,189.502344,0.000806572986589434
0.45,440.252348,190.252348,1.52713204869822,190.252348,-0.0110295745915273,190.252348,0.0162871617171379
0.45,441.002352,191.002352,1.3946199612414,191.002352,-0.0158803585807935,191.002352,0.0369134306462921
0.45,441.752356,191.752356,1.24831986668998,191.752356,0.00107563742459684,191.752356,0.0427664666826675
0.45,442.50236,192.50236,1.10050312869082,192.50236,0.0209284463134874,192.50236,0.0469307714858446
0.45,443.252364,193.252364,0.942316489396301,193.252364,0.0294122846667976,193.252364,0.0348667340920479
0.45,444.002368,194.002368,0.852615128065516,194.002368,-0.00903641832552785,194.002368,0.00485286339598678
0.45,444.752372,194.752372,0.702425151032383,194.752372,0.00874372380459809,194.752372,-0.0091487105310084
0.45,445.502376,195.502376,0.579869019399247,195.502376,-0.0202557168335826,195.502376,0.0025531524538439
0.45,446.25238,196.25238,0.505898969324539,196.25238,-0.0123520020103015,196.25238,-0.000456167580481202
0.45,447.002384,197.002384,0.431928919249832,197.002384,-0.00444828718702035,197.002384,-0.00346548761480626
0.45,447.752388,197.752388,0.357958869175124,197.752388,0.00345542763626079,197.752388,-0.00647480764913131
0.45,448.502392,198.502392,0.333495916987755,198.502392,-0.00363144438261903,198.502392,0.00361445353455964
0.45,449.252396,199.252396,0.298504764826069,199.252396,-0.00843600263976257,199.252396,-0.0051814084307655
0.45,450.0024,200.0024,0.238780889601031,200.0024,0.000324848622287021,200.0024,-0.00828409573528998
0.45,450.752404,200.752404,0.216509470062146,200.752404,0.00029647504206962,200.752404,-0.0114137444340328
0.45,451.502408,201.502408,0.194238050523261,201.502408,0.000268101461852207,201.502408,-0.0145433931327756
0.45,452.252412,202.252412,0.163293152277999,202.252412,0.00440534457032825,202.252412,-0.00559607749788051
0.45,453.002416,203.002416,0.143010168902079,203.002416,0.0049967519019977,203.002416,-0.00388870877584623
0.45,453.75242,203.75242,0.124299207007803,203.75242,0.00344136762869891,203.75242,-0.00217283525772923
0.45,454.502424,204.502424,0.105588245113528,204.502424,0.00188598335540012,204.502424,-0.000456961739612234
0.45,455.252428,205.252428,0.0883103680574428,205.252428,0.00102267185705358,205.252428,-0.00148872959424841
0.45,456.002432,206.002432,0.0778942710434393,206.002432,-0.00064672967101211,206.002432,-0.00216553383984875
0.45,456.752436,206.752436,0.0627016108488493,206.752436,-0.00155477000133011,206.752436,0.00147100178440439
0.45,457.50244,207.50244,0.0564802308090595,207.50244,-0.00207873608826456,207.50244,0.00120388948124612
0.45,458.252444,208.252444,0.0502588507692701,208.252444,-0.002602702175199,208.252444,0.000936777178087856
0.45,459.002448,209.002448,0.0440374707294803,209.002448,-0.00312666826213346,209.002448,0.000669664874929582
0.45,459.752452,209.752452,0.0378160906896906,209.752452,-0.00365063434906792,209.752452,0.000402552571771311
0.45,460.502456,210.502456,0.0293187236337941,210.502456,0.00223119958861491,210.502456,-0.00168660412110378
0.45,461.25246,211.25246,0.0304558255611977,211.25246,-0.000542625230078639,211.25246,0.000887965121349631
0.45,462.002464,212.002464,0.0237518839574841,212.002464,-0.00180085926909479,212.002464,-0.0005506352688471
0.45,462.752468,212.752468,0.0214538776440164,212.752468,-0.00144446292008209,212.752468,-0.00096593859656716
0.45,463.502472,213.502472,0.0191558713305488,213.502472,-0.00108806657106939,213.502472,-0.00138124192428722
0.45,464.252476,214.252476,0.0167480680421857,214.252476,-0.000572508620975661,214.252476,-0.00164472680569952
0.45,465.00248,215.00248,0.0140917965936558,215.00248,0.000265874156277676,215.00248,-0.000984673729412258
0.45,465.752484,215.752484,0.0117554399113661,215.752484,0.00014481312966798,215.752484,-0.000724184763652848
0.45,466.502488,216.502488,0.00941908322907634,216.502488,2.37521030582837e-05,216.502488,-0.000463695797893438
0.45,467.252492,217.252492,0.00843085552396847,217.252492,-0.000110223391547919,217.252492,-0.000248797186415514
0.45,468.002496,218.002496,0.00751356095839918,218.002496,-7.11089091182309e-05,218.002496,-0.000119896609263079
0.45,468.7525,218.7525,0.00652391937041865,218.7525,-1.30807578013881e-05,218.7525,-6.14668697137393e-05
0.45,469.502504,219.502504,0.00553427778243813,219.502504,4.49473935154548e-05,219.502504,-3.03713016439951e-06
0.45,470.252508,220.252508,0.0045446361944576,220.252508,0.000102975544832298,220.252508,5.53926093849404e-05
0.45,471.002512,221.002512,0.00398096393135187,221.002512,6.96668797552605e-05,221.002512,7.31736942529827e-05
0.45,471.752516,221.752516,0.00359930017161538,221.752516,5.61226308375603e-05,221.752516,0.000100540073932343
0.45,472.50252,222.50252,0.00321763641187889,222.50252,4.257838191986e-05,222.50252,0.000127906453611704
0.45,473.252524,223.252524,0.00283597265214241,223.252524,2.90341330021597e-05,223.252524,0.000155272833291064
0.45,474.002528,224.002528,0.00238733660000979,224.002528,6.33693015096492e-05,224.002528,4.86547774995101e-05
0.45,474.752532,224.752532,0.00207058088309615,224.752532,7.47237651291054e-05,224.752532,4.30373130154287e-05
0.45,475.502536,225.502536,0.00173484332307526,225.502536,3.04658694204825e-05,225.502536,2.95354201524908e-05
0.45,476.25254,226.25254,0.00139910576305437,226.25254,-1.37920262881404e-05,226.25254,1.6033527289553e-05
0.45,477.002544,227.002544,0.00122678194997539,227.002544,-4.02529927864911e-05,227.002544,-4.8755559711945e-06
0.45,477.752548,227.752548,0.00113047177409139,227.752548,-5.0836826438847e-05,227.752548,-3.65211468506797e-05
0.45,478.502552,228.502552,0.00101094702204394,228.502552,-3.02742439476764e-05,228.502552,-4.58323603092308e-05
0.45,479.252556,229.252556,0.000885509219990996,229.252556,-9.79287201322669e-06,229.252556,-4.68943593126986e-05
0.45,480.00256,230.00256,0.000760071417938053,230.00256,1.0688499921223e-05,230.00256,-4.79563583161664e-05
0.45,480.752564,230.752564,0.00063463361588511,230.752564,3.11698718556728e-05,230.752564,-4.90183573196342e-05
0.45,481.502568,231.502568,0.000509195813832168,231.502568,5.16512437901226e-05,231.502568,-5.0080356323102e-05
0.45,482.252572,232.252572,0.000455160731168337,232.252572,-1.36249688110308e-05,232.252572,4.02936394355535e-06
0.45,483.002576,233.002576,0.000396415221972076,233.002576,-9.89073019480927e-06,233.002576,9.32003237487079e-06
0.45,483.75258,233.75258,0.000353867515095462,233.75258,-4.28416886221449e-06,233.75258,1.03787749099307e-05
0.45,484.502584,234.502584,0.000311319808218849,234.502584,1.3223924703803e-06,234.502584,1.14375174449906e-05
0.45,485.252588,235.252588,0.000268772101342235,235.252588,6.92895380297508e-06,235.252588,1.24962599800505e-05
0.45,486.002592,236.002592,0.000228583559103363,236.002592,4.52889177699888e-06,236.002592,1.998884095283e-06
0.45,486.752596,236.752596,0.000203192472637724,236.752596,9.21552157685002e-06,236.752596,5.64590345259124e-07
0.45,487.5026,237.5026,0.000174586376287787,237.5026,7.44061828913766e-06,237.5026,-9.8011451839534e-08
0.45,488.252604,238.252604,0.000143767910302237,238.252604,2.71934188716235e-06,238.252604,-1.87510361088593e-07
0.45,489.002608,239.002608,0.000122855851873105,239.002608,-3.67027558266484e-07,239.002608,-2.50881600772105e-07
0.45,489.752612,239.752612,0.000110107743224759,239.752612,-2.02128620451561e-06,239.752612,1.54917150044851e-07
0.45,490.502616,240.502616,9.74350399058087e-05,240.502616,-4.44883084472243e-06,240.502616,1.30915040681997e-07
0.45,491.25262,241.25262,8.54038224227796e-05,241.25262,-2.23115246600993e-06,241.25262,2.17110908805265e-06
0.45,492.002624,242.002624,7.23198625362364e-05,242.002624,-9.04830165371081e-07,242.002624,4.04983121093255e-07
0.45,492.752628,242.752628,5.72849973376293e-05,242.752628,-5.95520185253906e-07,242.752628,3.60586401841249e-07
0.45,493.502632,243.502632,5.16058444726254e-05,243.502632,2.05081201987752e-07,243.502632,4.51332911406461e-07
0.45,494.252636,244.252636,4.59656346495806e-05,244.252636,1.8325023219953e-06,244.252636,7.47043568700933e-07
0.45,495.00264,245.00264,3.89672174590146e-05,245.00264,8.60344449199275e-07,245.00264,4.91285666861175e-07
0.45,495.752644,245.752644,3.19688002684485e-05,245.752644,-1.11813423596754e-07,245.752644,2.35527765021412e-07
0.45,496.502648,246.502648,3.03420888975598e-05,246.502648,-1.99775723692088e-07,246.502648,1.18927264967241e-06
0.45,497.252652,247.252652,2.68325667357384e-05,247.252652,-7.49180722783279e-07,247.252652,7.92103586145234e-07
0.45,498.002656,248.002656,2.29535632144828e-05,248.002656,-5.20579563525104e-07,248.002656,1.91475950894135e-08
0.45,498.75266,248.75266,1.8209445757717e-05,248.75266,-9.23445780616577e-07,248.75266,5.75320988155461e-08
0.45,499.502664,249.502664,1.64723749655371e-05,249.502664,-8.53218404936847e-07,249.502664,-2.66884105438253e-07
0.45,500.252668,250.252668,1.47353041733572e-05,250.252668,-7.82991029257116e-07,250.252668,-5.91300309692064e-07
0.45,501.002672,251.002672,1.25743881189339e-05,251.002672,-2.69989564265691e-07,251.002672,-3.15056689090966e-07
0.45,501.752676,251.752676,1.09187960772227e-05,251.752676,3.03667335845058e-08,251.752676,-3.61063631804329e-07
0.45,502.50268,252.50268,9.03048315884822e-06,252.50268,-6.77775143274557e-08,252.50268,-9.01471043834209e-09
0.45,503.252684,253.252684,7.69992355961286e-06,253.252684,-8.22766347010233e-08,253.252684,2.9497237420019e-07
0.45,504.002688,254.002688,7.03641119032144e-06,254.002688,-1.31866648167074e-07,254.002688,4.98455792340242e-07
0.45,504.752692,254.752692,6.12351370830462e-06,254.752692,-4.92763283409356e-08,254.752692,3.67337001024492e-07
0.45,505.502696,255.502696,5.28344654068069e-06,255.502696,1.72990775607554e-08,255.502696,2.78969462990335e-07
0.45,506.2527,256.2527,4.4433793730567e-06,256.2527,8.38744834624514e-08,256.2527,1.90601924956173e-07
0.45,507.002704,257.002704,3.64192177414613e-06,257.002704,1.42831549788169e-07,257.002704,9.41179440496963e-08
0.45,507.752708,257.752708,3.50838869196418e-06,257.752708,-9.82569265531027e-08,257.752708,-9.73983417909835e-08
0.45,508.502712,258.502712,2.71718852850386e-06,258.502712,-3.84974671046267e-08,258.502712,3.72675878257518e-08
0.45,509.252716,259.252716,2.45291210522302e-06,259.252716,-8.86532004987577e-09,259.252716,-7.76639621881228e-09
0.45,510.00272,260.00272,2.21576526917575e-06,260.00272,5.28777135328269e-08,260.00272,-8.25977659113803e-08
0.45,510.752724,260.752724,1.84104143416643e-06,260.752724,1.44427437257394e-08,260.752724,-4.92246905436699e-08
0.45,511.502728,261.502728,1.57170231538168e-06,261.502728,3.38171527538286e-09,261.502728,-2.62322583342892e-08
0.45,512.252732,262.252732,1.37164336742553e-06,262.252732,-1.48928554398193e-08,262.252732,-2.78155472046748e-08
0.45,513.002736,263.002736,1.17158441946934e-06,263.002736,-3.31674261550242e-08,263.002736,-2.93988360750606e-08
0.45,513.75274,263.75274,9.69420146695432e-07,263.75274,1.75507470666832e-09,263.75274,-7.17715625489254e-09
0.45,514.502744,264.502744,8.80445771888548e-07,264.502744,-1.14763206883975e-08,264.502744,1.40043705885537e-09
0.45,515.252748,265.252748,7.91471397081671e-07,265.252748,-2.47077160834623e-08,265.252748,9.97803037260263e-09
0.45,516.002752,266.002752,7.02497022274787e-07,266.002752,-3.79391114785281e-08,266.002752,1.85556236863506e-08
0.45,516.752756,266.752756,6.1352264746791e-07,266.752756,-5.11705068735929e-08,266.752756,2.71332170000979e-08
0.45,517.50276,267.50276,5.24548272661026e-07,267.50276,-6.44019022686587e-08,267.50276,3.57108103138459e-08
0.45,518.252764,268.252764,4.35573897854149e-07,268.252764,-7.76332976637235e-08,268.252764,4.42884036275932e-08
0.45,519.002768,269.002768,3.75152644475346e-07,269.002768,1.07260381145276e-08,269.002768,4.36774247313637e-09
0.45,519.752772,269.752772,3.35979829139499e-07,269.752772,3.8603500882641e-09,269.752772,-6.85257027729267e-09
0.45,520.502776,270.502776,2.48717553941172e-07,270.502776,-5.5262935769312e-09,270.502776,2.33361954422088e-08
0.45,521.25278,271.25278,2.28492875845878e-07,271.25278,-5.70057472191699e-09,271.25278,1.81315150164431e-08
0.45,522.002784,272.002784,2.08268197750583e-07,272.002784,-5.87485586690278e-09,272.002784,1.29268345906769e-08
0.45,522.752788,272.752788,1.8804351965529e-07,272.752788,-6.04913701188857e-09,272.752788,7.72215416491119e-09
0.45,523.502792,273.502792,1.67818841559994e-07,273.502792,-6.22341815687436e-09,273.502792,2.51747373914505e-09
0.45,524.252796,274.252796,1.47594163464701e-07,274.252796,-6.39769930186015e-09,274.252796,-2.6872066866207e-09
0.45,525.0028,275.0028,1.27369485369406e-07,275.0028,-6.57198044684594e-09,275.0028,-7.89188711238685e-09
0.45,525.752804,275.752804,1.07144807274112e-07,275.752804,-6.74626159183173e-09,275.752804,-1.30965675381526e-08
0.45,526.502808,276.502808,8.29447349918142e-08,276.502808,6.06352711766352e-09,276.502808,-4.74237777388137e-09
0.45,527.252812,277.252812,5.97093098046077e-08,277.252812,1.06702937015444e-08,277.252812,-2.54430560110441e-09
0.45,528.002816,278.002816,6.4752749462326e-08,278.002816,-3.85423525608353e-09,278.002816,1.63833803443517e-09
0.45,528.75282,278.75282,5.56459258182901e-08,278.75282,-4.43790091622011e-09,278.75282,-2.13811435461e-09
0.45,529.502824,279.502824,5.01692102617009e-08,279.502824,-3.5252017121745e-09,279.502824,-1.91177248773482e-09
0.45,530.252828,280.252828,4.46924947051122e-08,280.252828,-2.61250250812897e-09,280.252828,-1.68543062085966e-09
0.45,531.002832,281.002832,3.9215779148523e-08,281.002832,-1.69980330408336e-09,281.002832,-1.45908875398448e-09
0.45,531.752836,281.752836,3.37390635919343e-08,281.752836,-7.87104100037827e-10,281.752836,-1.23274688710931e-09
0.45,532.50284,282.50284,2.82623480353451e-08,282.50284,1.25595104007776e-10,282.50284,-1.00640502023413e-09
0.45,533.252844,283.252844,2.27856324787563e-08,283.252844,1.03829430805331e-09,283.252844,-7.8006315335897e-10
0.45,534.002848,284.002848,1.73089169221672e-08,284.002848,1.95099351209891e-09,284.002848,-5.53721286483789e-10
0.45,534.752852,284.752852,1.85425578172986e-08,284.752852,4.85723609904311e-10,284.752852,1.57438963830054e-10
0.45,535.502856,285.502856,1.46428805008661e-08,285.502856,-5.61917649258408e-10,285.502856,6.57789505593156e-10
0.45,536.25286,286.25286,1.33592491621342e-08,286.25286,-3.66967870677832e-10,286.25286,9.10228850416058e-10
0.45,537.002864,287.002864,1.20756178234021e-08,287.002864,-1.7201809209724e-10,287.002864,1.16266819523898e-09
0.45,537.752868,287.752868,1.03826225720227e-08,287.752868,3.61642424583613e-10,287.752868,5.93637738403696e-10
0.45,538.502872,288.502872,8.74917832691177e-09,288.502872,4.58114234996397e-10,288.502872,2.44848593689756e-10
0.45,539.252876,289.252876,7.23115731208933e-09,289.252876,6.67585420823912e-10,289.252876,1.2181401218109e-11
0.45,540.00288,290.00288,5.713136297267e-09,290.00288,8.77056606651412e-10,290.00288,-2.20485791253521e-10
0.45,540.752884,290.752884,5.11084401167337e-09,290.752884,-6.19754561048656e-10,290.752884,1.59190026655431e-10
0.45,541.502888,291.502888,4.80785111448776e-09,291.502888,4.27870817179008e-10,291.502888,-2.24777903978334e-10
0.45,542.252892,292.252892,4.31441649119778e-09,292.252892,3.17373904681284e-10,292.252892,-2.56769141905413e-10
0.45,543.002896,293.002896,3.82098186790783e-09,293.002896,2.06876992183567e-10,293.002896,-2.88760379832489e-10
0.45,543.7529,293.7529,3.33038622197012e-09,293.7529,9.82676886856983e-11,293.7529,-2.73262528709341e-10
0.45,544.502904,294.502904,2.72723311918623e-09,294.502904,1.38746804752188e-10,294.502904,-1.11630114361491e-10
0.45,545.252908,295.252908,2.11565851599673e-09,295.252908,1.71822079574981e-10,295.252908,4.34847628657701e-11
0.45,546.002912,296.002912,2.20948513299595e-09,296.002912,2.52287858660306e-11,296.002912,3.85016438689833e-11
0.45,546.752916,296.752916,1.60050078533286e-09,296.752916,1.17664757730733e-10,296.752916,-1.2847867383069e-10
0.45,547.50292,297.50292,1.45038750643603e-09,297.50292,9.48283277300156e-11,297.50292,-9.82325732579487e-11
0.45,548.252924,298.252924,1.30027422753918e-09,298.252924,7.19918977292967e-11,298.252924,-6.79864726852054e-11
0.45,549.002928,299.002928,1.16363150785165e-09,299.002928,5.24952417754262e-11,299.002928,2.9233401487597e-11
0.45,549.752932,299.752932,9.69149246640164e-10,299.752932,1.94421826491514e-11,299.752932,7.27531367512294e-12
0.45,550.502936,300.502936,7.74666985428698e-10,300.502936,-1.3610876477121e-11,300.502936,-1.46827741373495e-11
0.45,551.25294,301.25294,7.46353506374379e-10,301.25294,-3.23391949880261e-11,301.25294,1.61858759075096e-11
0.45,552.002944,302.002944,6.64070642010688e-10,302.002944,-3.31463342916874e-11,302.002944,-8.93122409062487e-12
0.45,552.752948,302.752948,5.19896362197009e-10,302.752948,3.32578789136845e-11,302.752948,-1.26603289835364e-11
0.45,553.502952,303.502952,4.67991061896139e-10,303.502952,3.20650725798198e-11,303.502952,-1.89954663877977e-11
0.45,554.252956,304.252956,4.16085761595265e-10,304.252956,3.0872266245955e-11,304.252956,-2.53306037920594e-11
0.45,555.00296,305.00296,3.61500017606359e-10,305.00296,7.71078333468433e-12,305.00296,-1.39138252256876e-11
0.45,555.752964,305.752964,3.07646098967867e-10,305.752964,-5.85672290460713e-12,305.752964,-9.94879234666608e-12
0.45,556.502968,306.502968,2.53792180329379e-10,306.502968,-1.94242291438976e-11,306.502968,-5.98375946764484e-12
0.45,557.252972,307.252972,1.99938261690888e-10,307.252972,-3.2991735383189e-11,307.252972,-2.01872658862328e-12
0.45,558.002976,308.002976,2.08875845290659e-10,308.002976,3.99909960853977e-12,308.002976,-1.19171241713521e-12
0.45,558.75298,308.75298,1.81685563819076e-10,308.75298,-4.50759239105348e-12,308.75298,-1.97695069463503e-12
0.45,559.502984,309.502984,1.43500169381423e-10,309.502984,5.84662259615801e-12,309.502984,-2.65934049082176e-13
0.45,560.252988,310.252988,1.271072001839e-10,310.252988,4.5193567462773e-12,310.252988,-6.83461818089437e-13
0.45,561.002992,311.002992,1.10714230986379e-10,311.002992,3.19209089639668e-12,311.002992,-1.10098958709667e-12
0.45,561.752996,311.752996,9.43212617888557e-11,311.752996,1.86482504651597e-12,311.752996,-1.51851735610393e-12
0.45,562.503,312.503,7.87548444132792e-11,312.503,-2.51973291852668e-12,312.503,-1.00095368250798e-12
0.45,563.253004,313.253004,7.08701302681259e-11,313.253004,-2.04534059501899e-12,313.253004,-1.86446522878443e-12
0.45,564.003008,314.003008,6.29854161229732e-11,314.003008,-1.57094827151134e-12,314.003008,-2.72797677506082e-12
0.45,564.753012,314.753012,5.51007019778199e-11,314.753012,-1.09655594800366e-12,314.753012,-3.59148832133727e-12
0.45,565.503016,315.503016,4.6078073508961e-11,315.503016,-2.31253274383256e-12,315.503016,-1.3825716952653e-13
0.45,566.25302,316.25302,4.01378300268737e-11,316.25302,-1.15909172746614e-12,316.25302,-8.09236574982126e-13
0.45,567.003024,317.003024,3.41975865447867e-11,317.003024,-5.65071109980475e-15,317.003024,-1.48021598043767e-12
0.45,567.753028,317.753028,2.82573430626994e-11,317.753028,1.14779030526661e-12,317.753028,-2.15119538589327e-12
0.45,568.503032,318.503032,2.67795642885408e-11,318.503032,-8.33814396444132e-13,318.503032,7.29629593494448e-13
0.45,569.253036,319.253036,2.12213432130966e-11,319.253036,-1.12724547116638e-12,319.253036,-2.630198384226e-13
0.45,570.00304,320.00304,1.89515693972577e-11,320.00304,-8.24899264493436e-13,320.00304,-2.08914545796088e-13
0.45,570.753044,320.753044,1.66817955814189e-11,320.753044,-5.22553057820492e-13,320.753044,-1.54809253169575e-13
0.45,571.503048,321.503048,1.44120217655799e-11,321.503048,-2.20206851147526e-13,321.503048,-1.00703960543059e-13
0.45,572.253052,322.253052,1.25192276795251e-11,322.253052,1.03383649610622e-13,322.253052,-5.38301176379857e-13
0.45,573.003056,323.003056,9.89693119153319e-12,323.003056,3.7707494997087e-13,323.003056,-4.78264690839814e-14
0.45,573.75306,323.75306,9.76336787430857e-12,323.75306,4.1427118942037e-13,323.75306,-3.24721103669515e-14
0.45,574.503064,324.503064,8.69853906432347e-12,324.503064,3.72398841953732e-13,324.503064,3.06985017287842e-13
0.45,575.253068,325.253068,6.93211561568675e-12,325.253068,5.00371831958051e-14,325.253068,-7.54578200404434e-14
0.45,576.003072,326.003072,5.99563126351628e-12,326.003072,8.84066369337307e-14,326.003072,5.69652583686903e-16
0.45,576.753076,326.753076,5.05914691134588e-12,326.753076,1.26776090671653e-13,326.753076,7.65971252078112e-14
0.45,577.50308,327.50308,4.1226625591754e-12,327.50308,1.65145544409579e-13,327.50308,1.52624597831941e-13
0.45,578.253084,328.253084,3.83102794262463e-12,328.253084,-9.74482349677982e-14,328.253084,2.0024410897316e-14
0.45,579.003088,329.003088,3.48013697610217e-12,329.003088,-9.16208505621459e-14,329.003088,1.21896537400779e-13
0.45,579.753092,329.753092,2.73866302279683e-12,329.753092,-3.47605499989673e-14,329.753092,6.2747818481318e-14
0.45,580.503096,330.503096,2.47733456648097e-12,330.503096,-1.92123851225491e-14,330.503096,8.7891100173033e-14
0.45,581.2531,331.2531,2.21600611016513e-12,331.2531,-3.66422024613203e-15,331.2531,1.13034381864746e-13
0.45,582.003104,332.003104,1.94733077099246e-12,332.003104,3.5705230236435e-15,332.003104,1.28079558453374e-13
0.45,582.753108,332.753108,1.66641514022352e-12,332.753108,5.61462977209228e-15,332.753108,9.40926333718167e-14
0.45,583.503112,333.503112,1.38549950945456e-12,333.503112,7.65873652054118e-15,333.503112,6.0105708290257e-14
0.45,584.253116,334.253116,1.10458387868562e-12,334.253116,9.70284326899002e-15,334.253116,2.61187832086996e-14
0.45,585.00312,335.00312,9.86862772119204e-13,335.00312,4.94757205211218e-15,335.00312,1.39110460781432e-14
0.45,585.753124,335.753124,8.93727606874457e-13,335.753124,8.20228841291479e-16,335.753124,-1.19042059685836e-15
0.45,586.503128,336.503128,8.00592441629703e-13,336.503128,-3.30711436952954e-15,336.503128,-1.62918872718611e-14
0.45,587.253132,337.253132,7.07457276384956e-13,337.253132,-7.43445758035024e-15,337.253132,-3.13933539468627e-14
0.45,588.003136,338.003136,6.14322111140202e-13,338.003136,-1.15618007911713e-14,338.003136,-4.64948206218655e-14
0.45,588.75314,338.75314,4.92760674538659e-13,338.75314,2.98547979517368e-14,338.75314,9.72089136243163e-15
0.45,589.503144,339.503144,4.44927003386577e-13,339.503144,-2.45038645353229e-14,339.503144,1.47875236189104e-14
0.45,590.253148,340.253148,3.50692773174768e-13,340.253148,-1.9195156301011e-14,340.253148,2.41921667989267e-14
0.45,591.003152,341.003152,3.2159532332872e-13,341.003152,-1.11295601883704e-14,341.003152,2.50408019532838e-14
0.45,591.753156,341.753156,2.92471136087415e-13,341.753156,-2.34664492959042e-15,341.753156,2.65165259590588e-14
0.45,592.50316,342.50316,2.57788472901956e-13,342.50316,-4.86213259681193e-15,342.50316,2.03437491685261e-14
0.45,593.253164,343.253164,2.23105809716499e-13,343.253164,-7.37762026403325e-15,343.253164,1.4170972377994e-14
0.45,594.003168,344.003168,1.8842314653104e-13,344.003168,-9.89310793125476e-15,344.003168,7.99819558746131e-15
